Original DOI,Citing_DOI,Title,Abstract,Authors,Authors Affiliation,Journal,Published Year
10.1002/ppap.201600098,10.1088/1361-6595/ad6fcc,"thunderboltz: an open source direct simulation monte carlo boltzmann solver for plasma transport, chemical kinetics, and 0d modeling","plasma neutral interactions, including reactive kinetics, are often either studied in 0d using ode based descriptions, or in multi dimensional fluid or particle based plasma codes. the latter case involves a complex assembly of procedures that are not always necessary to test effects of underlying physical models and mechanisms for particle based descriptions. here we present thunderboltz, a lightweight, publicly available 0d direct simulation monte carlo code designed to accommodate a generalized combination of species and arbitrary cross sections without the overhead of expensive field solves. it can produce electron, ion, and neutral velocity distributions in applied ac/dc e field and/or static b field scenarios. the code is built in the c++ standard library and includes a convenient python interface that allows for input file generation (including compatibility with cross section data from the lxcat database), electron transport and reaction rate constant post processing, input parameter constraint satisfaction, calculation scheduling, and diagnostic plotting. these codes can be accessed at the repository: in this work we compare thunderboltz transport calculations against bolsig+ calculations, benchmark test problems, and swarm experiment data, finding good agreement with all three in the appropriate field regimes. in addition, we present example use cases where the electron, ion, and background neutral particle species are self consistently evolved to model the background kinetics, a feature that is absent in fixed background monte carlo and n term boltzmann solvers. the latter functionality allows for the possibility of particle based chemical kinetics simulations of the plasma and neutral species as a new alternative to ode based approaches.","Park, Ryan;Scheiner, Brett S.;Zammit, Mark C.",los alamos national laboratory,plasma sources science and technology,2024
10.1002/ppap.201600098,10.1063/5.0212529,a birdcage resonant antenna for helicon wave generation in torpex,"a birdcage resonant helicon antenna is designed, mounted, and tested in the toroidal device torpex. the birdcage resonant antenna is an alternative to the usual boswell or half helical antenna designs commonly used for 10 cm diameter helicon sources in low temperature plasma devices. the main advantage of the birdcage antenna lies in its resonant nature, which makes it easily operational even at large scales, an appealing feature for the torpex device whose poloidal cross section is 40 cm in diameter. with this antenna, helicon waves are shown to be launched and sustained throughout the whole torus of torpex. the helicon waves can be launched at low power on a pre existing magnetron generated plasma with little effect on the density profiles. the birdcage antenna can also be used alone to produce plasma, which removes the constraint of a narrow range of applied magnetic fields required by the magnetron, opening the way to a new range of studies on torpex with the external magnetic field as a control parameter.","Vincent, Simon P.H.;Guittienne, Philippe;Quigley, Patrick;Sepulchre, Cyrille;Jacquier, Rémy;Bertizzolo, Robert;Baquero-Ruiz, Marcelo;Howling, Alan A.;Furno, Ivo",école polytechnique fédérale de lausanne,review of scientific instruments,2024
10.1002/ppap.201600098,10.1088/1361-6595/ad6501,effects of trace oxygen on the self oscillation of positive glow corona in nitrogen near atmospheric pressure,"positive glow corona is a stable and quasi homogenous form of corona discharge with periodic current pulses, which appear in atmospheric plasma applications, high voltage apparatus, and grounded structures during thunderstorms. the debate on the seed electron source responsible for the pulsing nature of the positive glow corona has persisted for decades. this paper presents a numerical simulation study of a 1d coaxial positive glow corona in pure n2 with trace oxygen content ranging from 1 to 1 ppm. the reduction of oxygen content has been found to cause weaker glow current magnitude, longer time to crest, shorter oscillation periods, and more positive ion sheaths. as the trace oxygen decreases from 1 to 10 ppm, the dominant source of secondary electrons transits from both detachment and photoionization to photoionization only. as the trace o2 content drops from 0.1 , the dominant photoionization within the ionization layer transits from the photoionization of o2 molecules to the direct photoionization of n2 molecules. for high purity nitrogen, the detachment of o dominates and the detachment of o2 can be neglected. as the trace oxygen decreases from 1 to 10 ppm, the dominant molecules involving o detachment transit from n2 and o to n2(a). the dominant ionization responsible for electron multiplication during the electric field recovery shifts from the direct ionization of o2 and n2 in 1 trace oxygen to the associative ionization between n2(a) and n2(a ) and the direct ionization of n2 in 1 ppm trace oxygen.","He, Hengxin;Zhang, Wanxia;Liu, Lipeng;Luo, Bin;Chen, Ying;Zhang, Shiming;Xiao, Mian;Huang, Yubin;Chen, Shen",comsol ab;northeastern university;huazhong university of science and technology;china electric power research institute,plasma sources science and technology,2024
10.1002/ppap.201600098,10.1088/1361-6595/ad5df6,numerical investigation of discharge evolution and breakdown characteristics of arf excimer lasers,"the corona bar induced pre ionization is a crucial preliminary process in the operation of arf excimer lasers, directly impacting the uniformity and stability of output laser. the ultraviolet corona pre ionization, as the mainstream method, is tightly coupled with the main discharge process, which complicates analysis. here, we establish a numerical model of a single pulse discharge incorporating an external circuit to analyze the pre ionization process and its influence on the breakdown characteristics. (1) by adopting detailed input parameters of photoionization model, we observe uniform and dispersed plasma propagation from the corona bar to the main gap. (2) an artificial boundary condition is proposed to investigate the phenomenological effect of high energy electrons emission, emphasizing the influence of surface discharge along the cathode. (3) the propagation and breakdown characteristics of the two pre ionization setup methods, photoionization and background electron density, are compared numerically. this study enhances the understanding of the pre ionization process in arf excimer lasers and provides theoretical insights for their optimization and design.","Ma, Xiaochi;Bai, Luying;Zhu, Yifei;Jiang, Xinxian;Wu, Yun",xi'an jiaotong university;ltd.,plasma sources science and technology,2024
10.1002/ppap.201600098,10.1007/s11090-024-10484-6,modeling study of chemical kinetics and vibrational excitation in a volumetric dbd in humid air at atmospheric pressure,"a zero dimensionl model is developed to study the chemical kinetics of a volumetric dielectric barrier discharge (dbd) reactor operating with humid air at atmospheric pressure. this work focuses on the relation between molecular vibrational excitation, the plasma reactor input power and the number densities of several species that are known to play an important role in biomedical applications (e.g. o3,no,no2,..). a preliminary study is carried out to observe the influence of water molecules on the electron energy distribution function for different values of water concentration and reduced electric field. a simplified approach is then adopted to quantify the contribution of vibrationally excited o2 molecules to no formation. the results obtained using our detailed model suggest that for the physical conditions considered in this work o2 vibrational kinetics can be neglected without compromising the overall accuracy of the simulation. finally, a reaction set is coupled with an equivalent circuit model to simulate the e i characteristic of a typical dbd reactor. different simulations were carried out considering different values of the average plasma input power densities. a particular focus was given to the influence of the zeldovich mechanism on o3 and nox production performing simulations where this reaction is not considered. the obtained results are shown and the role of vibrationally excited n2 molecules is discussed. the simulation results indicate also that n2 vibrational excitation, and more precisely the zeldovich mechanism, has a larger effect on o3 and nox production at intermediate input power levels.","Pierotti, Giacomo;Popoli, Arturo;Pintassilgo, Carlos Daniel;Cristofolini, Andrea",alma mater studiorum università di bologna;universidade do porto;instituto superior técnico,plasma chemistry and plasma processing,2024
10.1002/ppap.201600098,10.1016/j.nima.2024.169441,pulsed townsend electron and ion swarm parameter measurements of the trigger rpc standard mixture,"the electron swarm parameters and ion drift velocities of the standard mixture r134a/ic4h10/sf6 95.2/4.5/0.3 used in trigger purpose resistive plate chambers are examined in the pulsed townsend experiment. reduced electric fields up to 330 td at pressures from 400 pa to 12 kpa are investigated, whereby no significant pressure dependence of the reduced swarm parameters are observed. the acquired effective ionization coefficient and the bulk drift velocity agree with predictions made using the updated r134a cross sections from the swarm parameter simulation software magboltz version 11.19.","Stocco, Dario;Metting van Rijn, Marnik;Franck, Christian M.",eth zürich,"nuclear instruments and methods in physics research, section a: accelerators, spectrometers, detectors and associated equipment",2024
10.1002/ppap.201600098,10.1029/2023GL107990,associative electron detachment in sprites,"the balance of processes affecting electron density drives the dynamics of upper atmospheric electrical events, such as sprites. we examine the detachment of electrons from negatively charged atomic oxygen (o ) via collisions with neutral molecular nitrogen (n2) leading to the formation of nitrous oxide (n2o). past research posited that this process, even without significant vibrational excitation of n2, strongly impacts the dynamics of sprites. we introduce updated rate coefficients derived from recent experimental measurements which suggest a negligible influence of this reaction on sprite dynamics. given that previous rates were incompatible with the observed decay of the light emissions from sprite glows, our findings support that glows actually result from electron depletion in sprite columns.","Malagón-Romero, A.;Luque, A.;Shuman, Nicholas S.;Miller, Thomas M.;Ard, Shaun G.;Viggiano, Albert A.",boston college;csic instituto de astrofísica de andalucía (iaa);air force research laboratory;centrum wiskunde & informatica,geophysical research letters,2024
10.1002/ppap.201600098,10.1088/1361-6463/ad2dbc,robust approximation rules for critical electric field of dielectric gas mixtures,"a semi analytic method for quickly approximating the density reduced critical electric field for arbitrary mixtures of gases is proposed and validated. determination of this critical electric field is crucial for designing and testing alternatives to sf6 for insulating high voltage electrical equipment. we outline the theoretical basis of the approximation formula from electron fluid conservation equations, and demonstrate how for binary mixtures the critical electric field can be computed from the transport data of electrons in the pure gases. we demonstrate validity of the method in mixtures of n2 and o2, and sf6 and o2. we conclude with an application of the method to approximate the critical electric field for mixtures of sf6 and hfo1234ze(e), which is a high interest mixture being actively studied for high voltage insulation applications.","Garland, N. A.;Muccignat, D. L.;Boyle, G. J.;White, R. D.",griffith university;james cook university,journal of physics d: applied physics,2024
10.1002/ppap.201600098,10.1088/1361-6595/ad5045,generation of low energy abundant electron energy probability functions using a magnetized plasma source,"the generation of low energy electrons is essential for the plasma source of the charge neutralizer system within the ion implanter process of semiconductors and displays, owing to their exceptional capability of being effectively transported along their ion beams. in this study, we propose a method to produce non maxwellian electron energy probability functions (eepfs) characterized by low energy abundant electrons, specifically below 5 ev, across an electron extraction system. in the electron transport region with an axial magnetic field under conditions of high discharge voltage and gas flow rate, we observed a significant increase in low energy electrons in eepfs. the simple global model proposed to analyze these results demonstrated that the wall loss of electrons can be reduced by an elevated plasma potential, which is influenced by the ionization rate in the transport region. these results are consistent with the experimentally measured plasma potential and electron density. additionally, the reduction in wall losses and increased ionization rate within the transport region resulted in the relaxation of the plasma potential gradient. this phenomenon effectively inhibited the cutting of low energy electrons within the eepfs, thereby facilitating their consequential transport to the target. this study emphasizes the significance of increasing the ionization rate and minimizing the potential gradient for the dual purposes of generating low energy electrons and directing them towards the target.","Lee, Minkeun;Park, Junbeom;Nam, Jiseong;Kim, June Young;Chung, Kyoung Jae",seoul national university;korea university,plasma sources science and technology,2024
10.1002/ppap.201600098,10.57647/j.jtap.2024.1803.39,simulation of the impact of humidity on the species generated by a one dimensional discharge of helium gas,"dielectric barrier discharge (dbd) plasma has several applications in different fields. one of these fundamental applications is medical usages, where various methods are employed to improve the plasma treatment process. the combination of different gases is one of the important strategies to improve the performance of plasma in treatment. in this paper, the optimized plasma parameters for one dimensional radiofrequency discharge produced at low pressures in a helium gas combination is studied. in this research, the optimal combination of h2o and he is identified to attain the highest amount of reactive oxygen species (ros). considered mixture are 5, 10, 15 and 20 precent of h2o for one dimensional helium gas discharge. the results show that the parameters of the output plasma are highly dependent on the composition of the input gases. it is found that the greatest concentrations of h+, he+, hes (excited helium), and oh densities are observed when the h2o percentage was at 10 . moreover, the density distributions of various species and the temperatures of electrons are numerically calculated during the electrical discharge process. these findings provide useful knowledge on how to optimize plasma parameters for biomedical applications, which may lead to improved treatment results in several therapeutic areas.","Soltani, Zahra;Mehrabifard, Ramin;Rezaei, Fatemeh;Hatami, Mohammad Mohsen;Soltani, Hamed",k. n. toosi university of technology;university of mazandaran;univerzita komenského v bratislave,journal of theoretical and applied physics,2024
10.1002/ppap.201600098,10.1134/S1063780X24600476,kinetic coefficients of electrons in weakly ionized plasma of mixtures of air with water vapor in a strong electric field,"using a numerical solution of the boltzmann equation, the electron drift velocity, the coefficients of their longitudinal and transverse diffusion, as well as the ionization and dissociative attachment coefficients in weakly ionized plasma of mixtures of air with water vapor are calculated in a wide range of reduced electric fields (1–650 td, 1 td = 10–17 v cm2) and mole fractions of water vapor (0–1). the calculation results are compared with new experimental data, and good agreement between them is obtained. it is shown that for all coefficients and the average electron energy, their dependence on the gas composition changes with increasing electric field. at low reduced fields, an increase in the content of h2o water molecules in mixtures leads to a decrease in the transport coefficients and average electron energy, while the opposite trend is observed at high fields. it is shown that for the drift velocity and electron attachment coefficient there are electric fields, in which these coefficients in gas mixtures can be greater than the coefficients in dry air and water vapor. a qualitative explanation is given for the obtained dependences of the electron coefficients on the electric field and h2o content in the mixtures.","Kochetov, I. V.;Aleksandrov, N. L.",troitsk institute for innovation and fusion research;joint institute for high temperatures of the russian academy of sciences;p.n. lebedev physical institute of the russian academy of sciences;moscow institute of physics and technology,plasma physics reports,2024
10.1002/ppap.201600098,10.35848/1347-4065/ad3da0,quantitative analysis of optical emission spectroscopy for plasma process monitoring,"in the field of plasma materials processing, various plasma parameters should be evaluated quantitatively and precisely to control the plasma process adequately, particularly with non invasive methods, one of which is optical emission spectroscopy (oes) measurement. it has sufficient scientific feasibility to derive the electron density n e, electron temperature t e, and the electron energy distribution function (eedf) even for various processing plasmas in a state of non equilibrium. in this review, previous studies are reviewed to measure the n e, t e, and eedf values of argon plasma with low electron temperature (t e 1 10 ev) under not only low pressure conditions but also atmospheric pressure discharge using the oes measurement. first, to diagnose low pressure discharge argon plasmas, we explain the basics and applications of the collisional radiative model , which models the population kinetics of the excited states in plasma at the elementary process level in non equilibrium plasma. methods for analyzing the plasma parameters are shown from the actual measurement results of emission spectra, including machine learning analysis of the excited state populations. next, the research results of the method to measure n e, t e, and eedf are introduced for the measurement of atmospheric pressure non equilibrium plasmas using oes measurement of continuum emission, which also includes methods based on machine learning and data scientific methods for the analysis of the oes data observed as bremsstrahlung of free electrons scattered against neutral molecules.","Akatsuka, Hiroshi",institute of science tokyo,japanese journal of applied physics,2024
10.1002/ppap.201600098,10.1029/2022JD038427,"a generalized townsend's theory for paschen curves in planar, cylindrical, and spherical geometries in planetary atmospheres","in this work, we focus on plasma discharges produced between two electrodes with a high potential difference, resulting in the ionization of the neutral particles supporting a current in a gaseous medium. at low currents and low temperatures, this process can create luminescent emissions: glow and corona discharges. the parallel plate geometry used in townsend's theory lets us develop a theoretical formalism, with explicit solutions for the critical voltage effectively reproducing experimental paschen curves. however, most discharge processes occur in non parallel plate geometries, such as discharges between particles in multiphase systems and between cylindrical conductors. here, we propose a generalization of the classic parallel plate configurations to concentric spherical and coaxial cylindrical geometries in earth, mars, titan, and venus atmospheres. in a spherical case, a small radius effectively represents a sharp tip rod, while larger, centimeter scale radii represent blunted tips. in cylindrical geometries, small radii resemble thin wires. we solve continuity equations in the gap and estimate a critical radius and minimum breakdown voltage that allows the formation of a glow discharge. we show that glow coron form more easily in mars's low pressure, co2 rich atmosphere than in earth's high pressure, n2 rich atmosphere. additionally, we present breakdown criteria for titan and venus, two planets where discharge processes have been postulated. we further demonstrate that critical voltage minima occur at 0.5 cm torr for all three investigated geometries, suggesting easier initiation around millimeter size particles in dust and water clouds. this approach could be readily extended to examine other multiphase flows with inertial particles.","Riousset, Jeremy A.;Méndez Harper, Joshua S.;Dufek, Josef;Nelson, Jared P.;Esparza, Annelisa B.",maseeh college of engineering and computer science;embry riddle aeronautical university;university of oregon;florida institute of technology,journal of geophysical research: atmospheres,2024
10.1002/ppap.201600098,10.22034/rpe.2024.429773.1176,a numerical analysis of the impact of gas pressure and dielectric material on the generation of body force in an air gas plasma actuator,"plasma technology has undeniably revolutionized industrial processes in recent decades. atmospheric pressure plasma (app) has emerged as a prominent and widely applicable tool in various scientific disciplines. notably, plasma assisted flow control has become a subject of intense interest, particularly applying surface dielectric barrier discharge (sdbd) plasma actuators for aerodynamic flow control. in this study, a two dimensional model of the sdbd plasma actuator is developed using the comsol multiphysics program, incorporating air gas discharge reactions with n2/o2/ar gases in specific ratios (0.78, 0.21, 0.01). the investigation focuses on the impact of dielectric materials (mica, silica glass, quartz, and polytetrafluoroethylene (ptfe)) on plasma characteristics and body force within the plasma actuator under constant input parameters. moreover, the study explores how variable pressure (760, 660, and 560 torr) in different applications influences plasma properties, ultimately affecting the magnitude of the body force in the plasma actuator. these findings contribute to optimizing plasma technology for flow control applications and enhance industrial efficiency and performance.","Hajikhani, Sajad;Mehrabifard, Ramin;Soltani Ahmadi, Hamed",kharazmi university;university of mazandaran;univerzita komenského v bratislave,radiation physics and engineering,2024
10.1002/ppap.201600098,10.3390/atoms12040020,collisiondb: a new database of atomic and molecular collisional processes with an interactive api,"the atomic and molecular data unit of the international atomic energy agency has developed a new database, collisiondb, to provide an open, free, robust and long term repository of data on plasma collisional processes. the database contains data on cross sections and rate coefficients for collisions of electrons, photons and heavy particles with atomic and molecular species. a fundamental requirement for this database is the implementation of standardized metadata, which provide an unambiguous description of the collisional data available in peer reviewed sources. collisiondb offers both a browser based search interface and an application programming interface (api) that allows users to filter, process and compare collisional datasets. for this purpose, a python package pycollisiondb has been developed to access the collisiondb api. here, we present an overview of the technical developments, including data schemas, standards and user interface underlying the collisiondb application, with particular emphasis on the api developed to support the integration of data into modeling and other codes.","Hill, Christian;Dipti, ;Heinola, Kalle;Haničinec, Martin","university college london;international atomic energy agency, vienna;digid gmbh",atoms,2024
10.1002/ppap.201600098,10.1016/j.cpc.2023.109056,translate a monte carlo simulation of electron transport in liquid argon,"the microphysics of electron and photon propagation in liquid argon is a key component of detector design and calibrations needed to construct and perform measurements within a wide range of particle physics experiments. as experiments grow in scale and complexity, and as the precision of their intended measurements increases, the development of tools to investigate important microphysics effects impacting such detectors becomes necessary. in this paper we present a new time domain monte carlo simulation of electron transport in liquid argon. the simulation models the transport in liquid argon of near thermal electrons (translate) with the aim of providing a multi purpose software package for the study and optimization of detector environments, with a particular focus on ongoing and next generation liquid argon neutrino experiments utilizing the time projection chamber technology. translate builds on previous work of wojcik and tachiya, amongst others, introducing additional processes, including ionization, thus modeling the full range of drift electron scattering interactions. the simulation is validated by benchmarking its performance with swarm parameters from data collected in experimental setups operating in gas and liquid. program summary: program title: translate cpc library link to program files: developer's repository link: licensing provisions: gnu general public license 3.0 programming language: c formula presented , python external routines/libraries used: make, cmake (required), ipython notebook (optional) nature of problem: simulation of electron argon scattering events at energies of 10 3 103 ev solution method: monte carlo time domain transport of electrons simulating momentum transfer, excitations, and ionization interaction modes utilizing input single and double differential cross sections. additional comments including restrictions and unusual features: effects of ion space charge or recombination with positive argon ions are not included.","Beever, Z.;Caratelli, D.;Fava, A.;Pietropaolo, F.;Stocker, F.;Zettlemoyer, J.","university of california, santa barbara;organisation européenne pour la recherche nucléaire;boston university;fermi national accelerator laboratory;yale university",computer physics communications,2024
10.1002/ppap.201600098,10.1103/PhysRevC.109.035503,cyclotron radiation emission spectroscopy of electrons from tritium decay and kr 83 m internal conversion,"project 8 has developed a novel technique, cyclotron radiation emission spectroscopy (cres), for direct neutrino mass measurements. a cres based experiment on the beta spectrum of tritium has been carried out in a small volume apparatus. we provide a detailed account of the experiment, focusing on systematic effects and analysis techniques. in a bayesian (frequentist) analysis, we measure the tritium endpoint as 18553 19+18 (18548 19+19) ev and set upper limits of 155 (152) ev (90 c.l.) on the neutrino mass. no background events are observed beyond the endpoint in 82 days of running. we also demonstrate an energy resolution of 1.66 0.19ev in a resolution optimized magnetic trap configuration by measuring kr83m17.8 kev internal conversion electrons. these measurements establish cres as a low background, high resolution technique with the potential to advance neutrino mass sensitivity.","Ashtari Esfahani, A.;Böser, S.;Buzinsky, N.;Carmona-Benitez, M. C.;Claessens, C.;De Viveiros, L.;Doe, P. J.;Fertl, M.;Formaggio, J. A.;Gaison, J. K.;Gladstone, L.;Guigue, M.;Hartse, J.;Heeger, K. M.;Huyan, X.;Jones, A. M.;Kazkaz, K.;Laroque, B. H.;Li, M.;Lindman, A.;Machado, E.;Marsteller, A.;Matthé, C.;Mohiuddin, R.;Monreal, B.;Mueller, R.;Nikkel, J. A.;Novitski, E.;Oblath, N. S.;Peña, J. I.;Pettus, W.;Reimann, R.;Robertson, R. G.H.;De Jesús, D. Rosa;Rybka, G.;Saldaña, L.;Schram, M.;Slocum, P. L.;Stachurska, J.;Sun, Y. H.;Surukuchi, P. T.;Tedeschi, J. R.;Telles, A. B.;Thomas, F.;Thomas, M.;Thorne, L. A.;Thümmler, T.;Tvrznikova, L.;Van De Pontseele, W.;Vandevender, B. A.;Weintroub, J.;Weiss, T. E.;Wendler, T.;Young, A.;Zayas, E.;Ziegler, A.","yale school of engineering & applied science;eberly college of science;waymo llc;karlsruher institut für technologie;johannes gutenberg universität mainz;sharif university of technology;booz allen hamilton, inc.;thomas jefferson national accelerator facility;lawrence livermore national laboratory;pacific northwest national laboratory;massachusetts institute of technology;indiana university bloomington;harvard smithsonian center for astrophysics;radboud universiteit;university of washington;sorbonne université;case western reserve university;leolabs;ozen engineering, inc.",physical review c,2024
10.1002/ppap.201600098,10.1088/2632-2153/ad2fed,an iterative deep learning procedure for determining electron scattering cross sections from transport coefficients,"we propose improvements to the artificial neural network (ann) method of determining electron scattering cross sections from swarm data proposed by coauthors. a limitation inherent to this problem, known as the inverse swarm problem, is the non unique nature of its solutions, particularly when there exists multiple cross sections that each describe similar scattering processes. considering this, prior methods leveraged existing knowledge of a particular cross section set to reduce the solution space of the problem. to reduce the need for prior knowledge, we propose the following modifications to the ann method. first, we propose a multi branch ann (mbann) that assigns an independent branch of hidden layers to each cross section output. we show that in comparison with an equivalent conventional ann, the mbann architecture enables an efficient and physics informed feature map of each cross section. additionally, we show that the mbann solution can be improved upon by successive networks that are each trained using perturbations of the previous regression. crucially, the method requires much less input data and fewer restrictive assumptions, and only assumes knowledge of energy loss thresholds and the number of cross sections present.","Muccignat, Dale L.;Boyle, Gregory G.;Garland, Nathan A.;Stokes, Peter W.;White, Ronald D.",griffith university;james cook university;townsville university hospital,machine learning: science and technology,2024
10.1002/ppap.201600098,10.1088/1361-6595/ad1fd5,frequency dependent electron power absorption mode transitions in capacitively coupled argon oxygen plasmas,"phase resolved optical emission spectroscopy (proes) measurements combined with 1d3v particle in cell/monte carlo collisions simulations are performed to investigate the excitation dynamics in low pressure capacitively coupled plasmas (ccps) in argon oxygen mixtures. the system used for this study is a geometrically symmetric ccp reactor operated in a 70 ar 30 o2 mixture at 120 pa, applying a peak to peak voltage of 350 v, with a wide range of driving rf frequencies (2 mhz f 15 mhz). the measured and calculated spatio temporal distributions of the electron impact excitation rates from the ar ground state to the ar 2 p 1 level show good qualitative agreement. the distributions show significant frequency dependence, which is generally considered to be predictive of transitions in the dominant discharge operating mode. three frequency ranges can be distinguished, showing distinctly different excitation characteristics: (i) in the low frequency range ( f 3 mhz), excitation is strong at the sheaths and weak in the bulk region; (ii) at intermediate frequencies (3.5 mhz f 5 mhz), the excitation rate in the bulk region is enhanced and shows striation formation; (iii) above 6 mhz, excitation in the bulk gradually decreases with increasing frequency. boltzmann term analysis was performed to quantify the frequency dependent contributions of the ohmic and ambipolar terms to the electron power absorption.","Derzsi, A.;Vass, M.;Masheyeva, R.;Horváth, B.;Donkó, Z.;Hartmann, P.",al farabi kazakh national university;ruhr universitat bochum;wigner research centre for physics,plasma sources science and technology,2024
10.1002/ppap.201600098,10.1063/5.0182148,argon metastable density and temperature of a 94 ghz microplasma,"laser diode absorption spectroscopy is used to experimentally measure ar(1s5) metastable density and translational gas temperature within a 94 ghz microplasma. a square two dimensional photonic crystal (phc) at this resonance frequency serves to ignite and sustain the plasma from 20 to 200 torr (2.7 103 2.7 104 pa) by using millimeter wave power from 300 to 1000 mw. metastable density within the plasma is estimated from the absorption line shape of the laser traversing the phc. the metastable density reaches an order of 1019 m 3 at lower pressure and decreases as pressure increases. from the lorentzian line shape of the absorption profile at 811.53 nm, the gas temperature is extracted and found to increase from 500 k at 20 torr to 1300 k at 200 torr. these data are analyzed and compared with a zero dimensional plasma model and with previous experimental plasma results at 43 ghz.","Navarro, Rafael;Hopwood, Jeffrey",tufts school of engineering,journal of applied physics,2024
10.1002/ppap.201600098,10.1109/ICEPE-ST61894.2024.10792648,numerical simulation of post arc current in vacuum circuit breakers based on pic mcc and ctm,"reliable simulation of the post arc current in vacuum circuit breakers (vcbs) is critical for an in depth understanding of their dielectric recovery process. the widely used continuous transition model (ctm) fails to capture the dynamic behavior of charged particles in the contact gap under certain conditions. a novel method that synergizes the pic mcc (particle in cell and monte carlo collision) with the ctm has been developed to calculate the post arc current, offering both accuracy and detailed spatial and temporal distributions of the plasma parameters. reasonable agreement has been demonstrated between the simulation results and measured post arc current (pac) trace.","Li, Xubin;Yan, Joseph;Zou, Jiyan",university of liverpool;dalian university of technology,icepe st 2024 7th international conference on electric power equipment switching technology,2024
10.1002/ppap.201600098,10.1109/ICEPE-ST61894.2024.10792560,influence of different contact materials on the postarc sheath development in vacuum circuit breakers,"the vacuum arc characteristics and the subsequent dielectric recovery process significantly depend on the properties of the contact materials used in vacuum circuit breakers(vcbs). this paper employs a particle in cell monte carlo collision (pic mcc) model to theoretically investigate the effect of contact material composition on the decay time of electrons, which serves as an indicator of the time required for the sheath to expand from the post arc cathode to the anode, finally occupying the entire gap. the materials assessed include pure metals (copper(cu), chromium(cr), and tellurium(te)) and copperchromium (cucr) alloys with varying chromium concentrations, as well as cucr30 alloy doped with minute amounts of element te at different ratios (100 ppm, 1000 ppm, and 3000 ppm). the results indicate that for pure metals, the electron decay time is inversely proportional to the atomic mass of the metal, with chromium exhibiting the shortest decay time due to its lowest mass compared to copper and tellurium. in the case of cucr alloys, it reveals that a higher chromium content correlates with slightly shorter electron decay times. however, the introduction of te into the cucr30 alloy, at varying concentrations, appears to have a negligible effect on the electron decay time, suggesting that the te doping ratio is too minor to affect the post arc sheath expansion process under the simulation conditions. these insights provide more in depth knowledge of the selection and optimization of contact materials in vcbs.","Li, Xubin;Guo, Xingyu;Zou, Jiyan",dalian university of technology,icepe st 2024 7th international conference on electric power equipment switching technology,2024
10.1002/ppap.201600098,10.46813/2024-154-114,influence of carbon dioxide conversion on the electron transport parameters in the rf electric field,"in this research, the average electron energy, mobility, diffusion coefficient, full attachment and ionization frequencies in a radio frequency electric field in the reduced field range of e/n = 1 104 td were calculated using the bolsig+ code. calculations were made for carbon dioxide and co2/co/o2 mixtures arising after the plasma conversion of co2. the influence of the conversion coefficient on the electron transport parameters has been revealed. the values of e/n have been determined at which the mixture composition change has a weak effect on the above transport parameters. the conversion coefficient's most pronounced effect on each of the transport parameters is observed in the range of weak combined electric field e/n 2000 td, negative ions are born mainly due to the dissociative attachment of electrons to co and o2 molecules.","Lisovskiy, V.;Dudin, S.;Platonov, P.;Yegorenkov, V.",v. n. karazin kharkiv national university,problems of atomic science and technology,2024
10.1002/ppap.201600098,10.1109/TPS.2024.3449271,two dimensional particle in cell/monte carlo collisional simulation of the post arc breakdown in vacuum circuit breakers,"vacuum circuit breakers are widely used in medium voltage power systems, and the post arc breakdown is a key factor limiting performance of the vacuum circuit breakers. in this work, a 2 d particle in cell/monte carlo collisional model is developed to investigate the post arc breakdown. the residual plasma, metal vapor, inhomogeneous temperature distribution and electron emission on the post arc cathode surface and various collisions between charged particles, and metal vapor are taken into consideration in the model. simulation results show that the post arc breakdown initiates in the vicinity of the post arc cathode center. at the moment when the post arc breakdown occurs, a potential hump forms near the post arc cathode center, and the plasma density increases by two orders, which are consistent with the published result obtained by 1 d hybrid simulation model. simulation results on the effect of metal vapor density show that the post arc breakdown occurs earlier with increasing metal vapor density, and the post arc breakdown cannot occur when the metal vapor density is below 1020 m 3.","Wang, Lijun;Chen, Zhuo;Wang, Dan;Lian, Zhuoxi;Wang, Zhiwei;Zhang, Runming",shandong electric power research institute;xi'an jiaotong university,ieee transactions on plasma science,2024
